event,stage,series_date,team_a,team_b,bo_format,inferno_score_a,inferno_score_b,hltv_match_url,liquipedia_page,rar_filename,downloaded,parsed,n_rounds,notes
IEM Dallas 2025,Main/Playoffs,2025/5/19,lvg,G2,,9,13,https://www.hltv.org/matches/2382378/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-g2-vs-lynn-vision-bo3-U6xtzQK8xZITrPcoR64BVH.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/20,The MongolZ,G2,,13,4,https://www.hltv.org/matches/2382676/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-g2-vs-the-mongolz-bo3-I_RuBU-kq026lrD5xroS57.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/21,Vitality,The MongolZ,,13,10,https://www.hltv.org/matches/2382681/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-vitality-vs-the-mongolz-bo3-1D_LtkSHgrw4ruB-2wCyV5.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/20,legacy,3DMAX,,12,12,https://www.hltv.org/matches/2382677/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-3dmax-vs-legacy-bo3-TsLnUBwoq087lWTxKz_SOR.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/21,G2,3DMAX,,13,3,https://www.hltv.org/matches/2382679/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-3dmax-vs-g2-bo3-gOExJkmQfB1bPML5Xv0gXs.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/19,tl,FaZe,,13,10,https://www.hltv.org/matches/2382380/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-liquid-vs-faze-bo3-t-83o5whywrt6GgxoeXOwQ.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/20,MOUZ,tl,,13,8,https://www.hltv.org/matches/2382683/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-liquid-vs-mouz-bo3-heKnTsZGq8rrQ4y9Yn2KrI.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/20,Aurora,nrg,,13,4,https://www.hltv.org/matches/2382686/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-nrg-vs-aurora-bo3-qymu5EnF_DYwHSVf1aSLaG.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/21,tl,Aurora,,7,13,https://www.hltv.org/matches/2382688/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-liquid-vs-aurora-bo3-Strgu80q74VV-J3Mh2NhTy.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/23,Falcons,gl,,13,8,https://www.hltv.org/matches/2382692/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-falcons-vs-gamerlegion-bo3-4VQK7Mv4QItPTWwS69RHA7.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/24,Vitality,Falcons,,13,11,https://www.hltv.org/matches/2382694/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-vitality-vs-falcons-bo3-WdE_R0xAVCnhFequlE9wwG.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/24,MOUZ,The MongolZ,,13,11,https://www.hltv.org/matches/2382693/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-mouz-vs-the-mongolz-bo3-ngBb5mqk_qDqG68uK9Idg-.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/25,Vitality,MOUZ,,13,8,https://www.hltv.org/matches/2382695/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-mouz-vs-vitality-bo5-28oMdIOx9riDIx31cN4Quc.rar,Y,,,
BLAST Austin Major 2025,Playoffs,2025/6/19,paiN,FURIA,,12,12,https://www.hltv.org/matches/2382613/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Playoffs,blasttv-austin-major-2025-furia-vs-pain-bo3-BPu_wIllVdFI-sGSNjtBDq.rar,Y,,,
BLAST Austin Major 2025,Playoffs,2025/6/21,MOUZ,Vitality,,13,4,https://www.hltv.org/matches/2382618/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Playoffs,blasttv-austin-major-2025-mouz-vs-vitality-bo3-pYxpz34IEN-t8y4DgB-MSD.rar,Y,,,
BLAST Austin Major 2025,Playoffs,2025/6/22,Vitality,The MongolZ,,13,6,https://www.hltv.org/matches/2382619/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Playoffs,blasttv-austin-major-2025-vitality-vs-the-mongolz-bo3-vhm_UWcBfYfYcOeLh9JIDA.rar,Y,,,
BLAST Austin Major 2025,Stage 1,2025/6/3,b8,Imperial,,13,11,https://www.hltv.org/matches/2382298/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/3,wildcard,metizport,,13,1,https://www.hltv.org/matches/2382302/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/3,b8,og,,13,9,https://www.hltv.org/matches/2382345/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/3,Complexity,fluxo,,13,9,https://www.hltv.org/matches/2382349/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/4,b8,wildcard,,13,2,https://www.hltv.org/matches/2382357/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/4,nrg,Complexity,,13,9,https://www.hltv.org/matches/2382354/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/5,flyquest,nemiga,,11,13,https://www.hltv.org/matches/2382366/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/5,Imperial,legacy,,2,13,https://www.hltv.org/matches/2382362/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/5,Complexity,tyloo,,11,13,https://www.hltv.org/matches/2382361/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/5,lvg,chinggis warriors,,13,9,https://www.hltv.org/matches/2382364/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/6,nrg,lvg,,8,13,https://www.hltv.org/matches/2382367/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/6,wildcard,legacy,,10,13,https://www.hltv.org/matches/2382368/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 1,2025/6/6,fq,tyloo,,13,10,https://www.hltv.org/matches/2382369/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_1,"","",,,
BLAST Austin Major 2025,Stage 2,2025/6/7,Virtus.pro,og,,13,2,https://www.hltv.org/matches/2382429/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_2,blasttv-austin-major-2025-stage-2-virtuspro-vs-og-inferno-UyQlNJx_rptvvsTtINI5j3.rar,Y,,,
BLAST Austin Major 2025,Stage 2,2025/6/7,Virtus.pro,b8,,13,3,https://www.hltv.org/matches/2382441/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_2,blasttv-austin-major-2025-stage-2-virtuspro-vs-b8-inferno-RJncpU8XKWGlyue1SsisvY.rar,Y,,,
BLAST Austin Major 2025,Stage 2,2025/6/7,3DMAX,legacy,,7,13,https://www.hltv.org/matches/2382443/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_2,blasttv-austin-major-2025-stage-2-3dmax-vs-legacy-inferno-DLfcAtD4STLbhrZwPjJv3U.rar,Y,,,
BLAST Austin Major 2025,Stage 2,2025/6/9,FaZe,3DMAX,,9,13,https://www.hltv.org/matches/2382583/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_2,blasttv-austin-major-2025-stage-2-faze-vs-3dmax-bo3-AHV1T4zyg9fKdL280mJHo0.rar,Y,,,
BLAST Austin Major 2025,Stage 2,2025/6/9,Falcons,mibr,,12,12,https://www.hltv.org/matches/2382582/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_2,blasttv-austin-major-2025-stage-2-falcons-vs-mibr-bo3-X5CkqWfhpbd52o8vZQn3kG.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/12,Vitality,legacy,,3,13,https://www.hltv.org/matches/2382432/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-vitality-vs-legacy-inferno-ANgGqoKYF2dB0SyjcbWh9E.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/12,The MongolZ,FURIA,,11,13,https://www.hltv.org/matches/2382436/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-the-mongolz-vs-furia-inferno-MLYTUzNV0CzSGAF4dyoSUg.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/12,Natus Vincere,3DMAX,,12,12,https://www.hltv.org/matches/2382591/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-3dmax-vs-natus-vincere-inferno-fYqJGUSLlnbSjPnBTGEuXX.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/13,Aurora,G2,,4,13,https://www.hltv.org/matches/2382598/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-aurora-vs-g2-inferno-f38KvSWe_bUAFtpFu5oIVa.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/14,Natus Vincere,G2,,12,12,https://www.hltv.org/matches/2382609/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-natus-vincere-vs-g2-bo3-vVmzQyQ5L6acg4V5typ1qy.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/14,legacy,lvg,,13,3,https://www.hltv.org/matches/2382604/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-legacy-vs-lynn-vision-bo3-80tf5tBYONxHYQuFp0AoSQ.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/14,3DMAX,paiN,,9,13,https://www.hltv.org/matches/2382605/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-3dmax-vs-pain-bo3-twrlpuJ_Id57r6tD7WJ_RA.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/14,Aurora,MOUZ,,13,11,https://www.hltv.org/matches/2382607/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-aurora-vs-mouz-bo3-qHHpyTRV61piwlZGXK-IoM.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/15,legacy,MOUZ,,11,13,https://www.hltv.org/matches/2382610/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-legacy-vs-mouz-bo3-D4mE8XcULbH9iT3IhMhdJY.rar,Y,,,
BLAST Austin Major 2025,Stage 3,2025/6/15,Virtus.pro,paiN,,13,6,https://www.hltv.org/matches/2382612/-,https://liquipedia.net/counterstrike/BLAST/Major/2025/Austin/Stage_3,blasttv-austin-major-2025-virtuspro-vs-pain-bo3--2eyS6iyMr15O0CLFf05sV.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/23,FaZe,BIG,,13,7,https://www.hltv.org/matches/2383749/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-faze-vs-big-bo3-ZwHio_xjluMVxUG0BoawMh.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/23,gl,Complexity,,13,3,https://www.hltv.org/matches/2383753/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-gamerlegion-vs-complexity-bo3-A8nOd44IyEYHGVOxrkExMv.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/23,tyloo,Virtus.pro,,7,13,https://www.hltv.org/matches/2383754/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-tyloo-vs-virtuspro-bo3-GN_RVQdxcxc7STeZwFUOKZ.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/23,Astralis,b8,,12,12,https://www.hltv.org/matches/2383755/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-astralis-vs-b8-bo3-gfOaxz9tLKrJLY-oQt23_2.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/23,fq,FURIA,,7,13,https://www.hltv.org/matches/2383756/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,"","",,,
IEM Cologne 2025,Main/Playoffs,2025/7/24,FaZe,Team Liquid,,10,13,https://www.hltv.org/matches/2383775/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-faze-vs-liquid-bo3-x0zzTn--WUrpxt1Y-slt5Q.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/25,BIG,paiN,,11,13,https://www.hltv.org/matches/2383779/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-big-vs-pain-bo3-So89pkF9idYLRaqhIPbo1H.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/24,Complexity,tyloo,,6,13,https://www.hltv.org/matches/2383781/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-complexity-vs-tyloo-bo3-NQMQr0gF-Vun--XXehwm27.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/24,b8,fq,,12,12,https://www.hltv.org/matches/2383782/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,"","",,,
IEM Cologne 2025,Main/Playoffs,2025/7/25,Astralis,paiN,,13,11,https://www.hltv.org/matches/2383783/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-astralis-vs-pain-bo3-E8d1o_Ec-HmASsWwKMHDaF.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/25,3DMAX,tyloo,,12,12,https://www.hltv.org/matches/2383785/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-stage-1-3dmax-vs-tyloo-bo3-60CCbfEum8xbWV9Rwn-QCq.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/26,FURIA,G2,,8,13,https://www.hltv.org/matches/2383758/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,"","",,,
IEM Cologne 2025,Main/Playoffs,2025/7/27,Vitality,G2,,13,5,https://www.hltv.org/matches/2383824/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-g2-vs-vitality-bo3-mT6-bot141FbyDqzN0m2Iu.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/29,Vitality,The MongolZ,,13,8,https://www.hltv.org/matches/2383830/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-the-mongolz-vs-vitality-bo3-yHcALcTOTi-tHxK2cZxnlF.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/27,Astralis,FURIA,,3,13,https://www.hltv.org/matches/2383826/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-furia-vs-astralis-bo3-oD1h659PZxGD8jnJezAwGA.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/27,gl,3DMAX,,11,13,https://www.hltv.org/matches/2383827/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-gamerlegion-vs-3dmax-bo3-lZVcHaSYiggrV54lENpsZ6.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/28,G2,3DMAX,,13,6,https://www.hltv.org/matches/2383829/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-3dmax-vs-g2-bo3-osHOJYz7Y5Ti4uiQax_TXW.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/29,FURIA,G2,,12,12,https://www.hltv.org/matches/2383831/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,"","",,,
IEM Cologne 2025,Main/Playoffs,2025/7/27,MOUZ,tl,,13,7,https://www.hltv.org/matches/2383761/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-mouz-vs-liquid-bo3-xc0QfJg7JaJ4cbGBiyDIRF.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/29,Natus Vincere,Ninjas in Pyjamas,,13,3,https://www.hltv.org/matches/2383837/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-ninjas-in-pyjamas-vs-natus-vincere-bo3-NyGFAYn592Hu0YfljTVG0N.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/7/29,FaZe,Natus Vincere,,10,13,https://www.hltv.org/matches/2383839/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-faze-vs-natus-vincere-bo3-qrFtIMWRC5sAuDZQeSnNz3.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/8/1,MOUZ,FURIA,,13,11,https://www.hltv.org/matches/2383840/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-mouz-vs-furia-bo3-vcRyP3J6z_PqEFpfZ5mLyt.rar,Y,,,
IEM Cologne 2025,Main/Playoffs,2025/8/1,The MongolZ,Natus Vincere,,12,12,https://www.hltv.org/matches/2383841/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Cologne,iem-cologne-2025-the-mongolz-vs-natus-vincere-bo3-jwAddb1WR9PRMQexpSMSG8.rar,Y,,,
ESL Pro League Season 22,Main/Playoffs,2025/7/8,esc,cardigans gaming,,13,8,,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/8,z10,mana esports,,13,5,,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/8,aab,tpudcatb tpu,,13,5,,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/8,z10,infinite.ro,,13,3,,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/8,team naturalg1337,nuclear tigeres,,2,13,,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/9,z10,nuclear tigeres,,11,13,https://www.hltv.org/matches/2383646/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
ESL Pro League Season 22,Main/Playoffs,2025/7/9,nuclear tigeres,1win,,11,13,https://www.hltv.org/matches/2383652/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_22/Europe/Open,"","",,,
StarLadder Budapest Major 2025,Playoffs,2025/12/12,MOUZ,FaZe,,2,13,https://www.hltv.org/matches/2388126/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Playoffs,starladder-budapest-major-2025-mouz-vs-faze-bo3-LIUmMWLjsgSHRBvu8H2gWL.rar,Y,,,
StarLadder Budapest Major 2025,Playoffs,2025/12/12,Natus Vincere,FURIA,,12,12,https://www.hltv.org/matches/2388127/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Playoffs,starladder-budapest-major-2025-furia-vs-natus-vincere-bo3-xao83It6JMcaIVhDD8x_Ix.rar,Y,,,
StarLadder Budapest Major 2025,Playoffs,2025/12/13,FaZe,Natus Vincere,,13,8,https://www.hltv.org/matches/2388129/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Playoffs,starladder-budapest-major-2025-faze-vs-natus-vincere-bo3-UD2QFYoR15uXrwukdCP10P.rar,Y,,,
StarLadder Budapest Major 2025,Playoffs,2025/12/14,Vitality,FaZe,,13,9,https://www.hltv.org/matches/2388130/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Playoffs,starladder-budapest-major-2025-vitality-vs-faze-bo5-qj_miLDMDWwb-Sgld0C6PD.rar,Y,,,
StarLadder Budapest Major 2025,Stage 1,2025/11/24,Imperial,fq,,6,13,https://www.hltv.org/matches/2388033/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/25,fq,fluxo,,13,3,https://www.hltv.org/matches/2388045/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/25,b8,parivision,,13,11,https://www.hltv.org/matches/2388042/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/25,gl,rare atom,,13,7,https://www.hltv.org/matches/2388046/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/26,nrg,fnc,,10,13,https://www.hltv.org/matches/2388052/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/26,red canids,FaZe,,5,13,https://www.hltv.org/matches/2388051/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/27,fluxo,FaZe,,6,13,https://www.hltv.org/matches/2388055/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 1,2025/11/27,parivision,legacy,,5,13,https://www.hltv.org/matches/2388057/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_1,"","",,,
StarLadder Budapest Major 2025,Stage 2,2025/11/29,3DMAX,fnc,,6,13,https://www.hltv.org/matches/2388059/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,"","",,,
StarLadder Budapest Major 2025,Stage 2,2025/11/29,3DMAX,fq,,13,7,https://www.hltv.org/matches/2388067/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,"","",,,
StarLadder Budapest Major 2025,Stage 2,2025/11/30,FaZe,Ninjas in Pyjamas,,12,12,https://www.hltv.org/matches/2388078/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,starladder-budapest-major-2025-stage-2-faze-vs-ninjas-in-pyjamas-bo3-sFjyUYqO9mecZPNsfLxKTv.rar,Y,,,
StarLadder Budapest Major 2025,Stage 2,2025/11/30,tl,mibr,,13,5,https://www.hltv.org/matches/2388079/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,starladder-budapest-major-2025-stage-2-mibr-vs-liquid-bo3-jj7bUiIUKJflva_x-FEJgk.rar,Y,,,
StarLadder Budapest Major 2025,Stage 2,2025/12/1,fnc,passion ua,,7,13,https://www.hltv.org/matches/2388083/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,"","",,,
StarLadder Budapest Major 2025,Stage 2,2025/12/1,tyloo,tl,,12,12,https://www.hltv.org/matches/2388087/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,starladder-budapest-major-2025-stage-2-liquid-vs-tyloo-bo3-aGF_5x44jummB-XyNSD5vB.rar,Y,,,
StarLadder Budapest Major 2025,Stage 2,2025/12/2,passion ua,m80,,13,5,https://www.hltv.org/matches/2388088/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_2,starladder-budapest-major-2025-stage-2-passion-ua-vs-m80-bo3-IUmGHEBH3bRxmwXuZPKIYm.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/4,The MongolZ,tl,,13,9,https://www.hltv.org/matches/2388104/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-liquid-vs-the-mongolz-inferno-P01EzXSElVNLNulrTFZFpq.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/5,FURIA,G2,,13,6,https://www.hltv.org/matches/2388113/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-furia-vs-g2-bo3-OmkEBlB7OGicQ5O2ZrLqja.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/5,b8,Vitality,,2,13,https://www.hltv.org/matches/2388108/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-b8-vs-vitality-inferno-9A2h_0bJdLxgZn9RL76UPB.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/5,parivision,3DMAX,,8,13,https://www.hltv.org/matches/2388114/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-parivision-vs-3dmax-bo3-pJD7QtZjfsHPfGtns0E0HD.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/6,Natus Vincere,Vitality,,11,13,https://www.hltv.org/matches/2388115/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-natus-vincere-vs-vitality-bo3-Mn10UzfB6zZfPD5Gzewr7Y.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/6,MOUZ,Falcons,,13,6,https://www.hltv.org/matches/2388117/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-mouz-vs-falcons-bo3-7LqtC5jSlui55p7efVINgu.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/6,Imperial,passion ua,,8,13,https://www.hltv.org/matches/2388118/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-passion-ua-vs-imperial-bo3-l90F7Z-IiRv6pnL3llE20C.rar,Y,,,
StarLadder Budapest Major 2025,Stage 3,2025/12/6,FaZe,3DMAX,,13,5,https://www.hltv.org/matches/2388120/-,https://liquipedia.net/counterstrike/StarLadder/2025/Major/Stage_3,starladder-budapest-major-2025-3dmax-vs-faze-bo3-4epwrUJFdt9R7OwUOyYFHf.rar,Y,,,
